food_id,food,caloric_value,fat,saturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,calcium,iron,nutrition_density,price,CO2_emissions_kg_per_kg,refined_category
188,chocolate covered graham crackers,68,3.2,1.8,9.3,5.8,0.8,0.4,0,0.067,8.1,0.5,22.313,30,10.2,Beverages
189,raisin cookies,60,2,0.5,10.2,7.1,0.6,0.2,0.3,0.077,6.9,0.3,20.215,57,16,Snacks & Processed Foods
190,vanilla wafers,28,1.2,0.3,4.3,0,0.3,0.1,0,0.045,1.5,0.1,7.5,82,5.1,Processed Foods
191,graham crackers,355,8.5,1.3,64.5,26.1,5.8,2.4,0,0.4,20.2,3.1,104.5,75,1.7,Processed Foods
192,peanut butter cookies,95,4.8,0.9,11.8,0,1.8,0,6.2,0.1,7.8,0.4,26.738,2,1,Dairy Products
193,vanilla sandwich cookie,72,3,0.4,10.8,5.9,0.7,0.2,0,0.044,4.1,0.3,19.1,40,12.7,Snacks & Processed Foods
194,sugar wafers with creme filling,51,2.3,1.2,7.1,4.3,0.4,0.2,0,0.06,2.7,0.4,13.1,95,19.8,Sugars & Sweeteners
195,cheese puffs,197,12.8,1.9,18.6,1.1,2.1,0.6,2.5,0.3,20,0.7,54.854,59,21,Dairy Products
196,saltine crackers,13,0.3,0.097,2.2,0.063,0.3,0.022,0,0.067,0.059,0.025,3.081,4,15.5,Processed Foods
197,trail mix,139,8.8,1.7,13.5,0,4.1,0,0,0.014,23.4,0.9,51.1,97,9.1,Processed Foods
198,corn cones,144,7.6,6.4,17.8,0,1.6,0.3,0,0.3,0.8,0.7,28.8,7,4.6,Processed Foods
199,chocolate pretzels,50,1.8,0.8,7.8,0,0.8,0,0,0.037,8.1,0.2,18.726,43,1,Beverages
200,french toast sticks,73,3.8,0.9,8.9,2.1,1.3,0.3,0,0.001,11.4,0.4,26.1,82,17.1,Processed Foods
201,crackers,82,4.2,0.9,9.8,1.3,1.1,0.4,0,0.1,0.036,0.011,15.764,22,17.2,Processed Foods
202,sesame sticks,54,3.7,0.6,4.7,0.084,1.1,0.3,0,0.09,17,0.055,26.81,80,7.8,Nuts & Seeds
203,cheese crackers,34,1.6,0.4,4.2,0.3,0.8,0.2,0.2,0.065,0.026,0.032,7.053,34,21,Dairy Products
204,oriental rice cracker mix,143,7.2,1.1,14.6,0.8,4.9,3.7,0,0.1,15.3,0.7,46.416,10,2.5,Grains & Cereals
205,breadsticks,103,2.4,0.4,17.1,0.3,3,0.8,0,0.2,5.5,1.1,29.9,34,14.4,Grains & Cereals
206,milk crackers,50,1.7,0.3,7.7,1.8,0.8,0.2,1.2,0.095,18.9,0.4,29.845,91,4.2,Dairy Products
207,matzo crackers whole wheat,98,0.4,0.005,22.1,0,3.7,3.3,0,0.002,6.4,1.3,37.2,16,2.5,Grains & Cereals
208,matzo crackers with egg,109,0.6,0.2,22,0,3.4,0.8,23.2,0.057,11.2,0.8,38.972,17,3,Eggs
209,granola bites,23,0.9,0.5,3.3,1.5,0.4,0.3,0,0.067,0.015,0.074,5.042,83,3.9,Processed Foods
210,crackers whole wheat,120,4,0.6,19.5,0.3,3,2.9,0,0.2,10.1,0.9,40.4,54,2.5,Grains & Cereals
211,tropical trail mix,619,23.9,11.9,91.8,0,8.8,0,0,0.1,79.8,3.7,218.6,57,0.5,Processed Foods
212,soft pretzels,389,3.6,0.8,79.8,0.3,9.4,2,3.5,0.9,26.5,4.5,125.8,65,3.3,Processed Foods
213,corn tostada shell,58,2.9,0.9,7.9,0,0.8,0.7,0,0.084,9.3,0.2,21.8,58,7.4,Processed Foods
214,matzo crackers,111,0.4,0.03,23.4,0.098,2.8,0.8,0,0,3.6,0.9,31.9,8,19.1,Processed Foods
215,sesame crunch,9,0.6,0.096,0.9,0.6,0.2,0.1,0,0.027,11.5,0.019,13.351,78,12.9,Nuts & Seeds
216,trail mix with chocolate chips,707,46.6,8.9,65.6,0,20.7,0,5.8,0.2,159.1,4.9,298.8,74,17,Snacks & Processed Foods
217,cracker meal,440,2,0.3,93,0.4,10.7,3,0,0.078,26.5,5.3,140.5,49,13.7,Processed Foods
218,puffed rice,153,0.2,0.037,34.1,0,2.4,0.6,0,0.053,2.3,12,51.6,18,2.5,Grains & Cereals
219,filinchen gutena,19,0.2,0.056,0.5,0.028,0.4,0,0,0,0,0,1.1,72,0.6,Processed Foods
220,melba toast crackers,117,1,0.1,23,0.3,3.6,1.9,0,0.2,27.9,1.1,58.5,25,14.7,Processed Foods
221,matzo crackers with egg onion,109,1.1,0.3,21.6,0,2.8,1.4,12.6,0.052,10.1,1.2,38.316,39,3,Eggs
222,cornnuts,126,4.4,0.7,20.3,0.2,2.4,2,0,0.2,2.5,0.5,32.1,40,0.43,Processed Foods
223,bagel chips,789,26.5,12,116.1,10.5,21.6,7.2,0,0.4,42,8.8,222.2,52,1.5,Snacks & Processed Foods
224,pretzels,115,0.9,0.1,24.1,0.7,3,1,0,0.4,0.01,0.08,29.214,44,3.4,Processed Foods
225,potato raw,164,0.2,0.028,37.2,1.7,4.3,4.7,0,0.072,25.6,1.7,115.7,94,0.46,Vegetables
226,gatto di patate home made,202,9.4,4.6,4,3.6,0,0,0,0,0,0,13.4,94,7.9,Processed Foods
227,baked potato,161,0.2,0.074,36.6,2,4.3,3.8,0,0.097,0.057,0.2,45.667,6,0.46,Vegetables
228,potato sticks,188,12.4,3.2,19.2,0.006,2.4,1.2,0,0.2,6.5,0.8,59.5,49,0.46,Vegetables
229,potato cooked,52,0.006,0.003,12.1,0.5,1.1,1.2,0,0.035,3,0.2,25.487,56,0.46,Vegetables
230,vivaldi potatoes sainsburys,23,0.1,5,0,0,0,0,0,0,0,0,0.1,56,0.46,Vegetables
231,potato ham chowder soup,192,12.5,3.9,13.4,0,6.5,1.4,21.6,0.9,0,1.7,35.5,76,0.46,Vegetables
232,russet potato raw,292,0.3,0.06,66.7,2.3,7.9,4.8,0,0.068,48,3.2,151.9,40,0.46,Vegetables
233,russet potato baked,290,0.4,0.1,64.1,3.2,7.9,6.9,0,0.084,53.8,3.2,161.1,21,0.46,Vegetables
234,french fries,13,0.4,0.01,2.2,0.088,0.2,0.2,0,0.056,0.8,0.076,5.362,65,6.3,Processed Foods
235,potato scalloped,216,9,5.5,26.4,0,7,4.7,29.4,0.8,139.7,1.4,214.2,95,0.46,Vegetables
236,cottage fries,11,0.4,0.084,1.9,0.019,0.2,0.2,0,0.058,0.9,0.025,4.413,81,15.8,Processed Foods
237,mashed potatoes,215,6.8,1.4,35.5,1.2,4,3.1,0,0.7,43.6,0.8,93.836,31,0.46,Vegetables
238,mashed potato with milk and butter,237,8.9,5.5,35.3,3,3.9,3.2,23.1,0.7,50.4,0.5,114.854,59,0.46,Dairy Products
239,red potato raw,149,0.3,0.074,33.9,2.7,4,3.6,0,0.02,21.3,1.6,83,77,0.46,Vegetables
240,potato pancake,59,3.2,0.5,6.1,0.4,1.3,0.7,20.9,0.2,7,0.4,24.864,37,0.46,Vegetables
241,potato puffs,243,11,2.3,35.5,0.3,2.6,3.2,0,0.6,17.9,0.8,79.1,96,0.46,Vegetables
242,red potato baked,74,0.1,0.008,16.7,1.2,2,1.5,0,0.037,0.075,0.1,20.689,25,0.46,Vegetables
243,potatoes canned,132,0.3,0.098,29.7,0,3.6,4.2,0,0.7,117,2.2,179.8,60,0.46,Vegetables
244,potato skin raw,22,0.099,0.093,4.7,0,1,1,0,0.053,11.4,1.2,23.697,20,0.46,Vegetables
245,shoestring french fries,4,0.1,0.059,0.7,0.062,0.099,0.099,0,0.055,0.3,0.052,1.604,9,1.7,Processed Foods
246,hash brown potato,144,9,1.3,15.3,0.3,1.4,1.4,0,0.3,0.069,0.004,27.245,27,0.46,Vegetables
247,baked chips lays,130,2,26,0,0,0,0,0,0,0,0,2,69,18.1,Snacks & Processed Foods
248,corn chips,162,10,1.3,17.2,0.031,1.9,1.2,0,0.2,0.068,0.021,30.501,100,3.3,Snacks & Processed Foods
249,nacho cheese tortilla chips low fat,90,1,0.3,18.5,0.8,2.4,1.8,0.6,0.2,36.2,1.4,62.9,74,21,Dairy Products
250,corn chips barbecue,1036,64.7,8.8,111.3,0,13.9,10.3,0,1.5,259.4,3,466,10,19.2,Snacks & Processed Foods
251,corn chips unsalted,490,29.4,3.8,50.5,1.2,5.8,3.9,0,0.024,109.1,1.5,202,53,14.6,Snacks & Processed Foods
252,potato chips fat free,860,1.4,0.3,190.1,8.4,21.9,17,0,1.5,79.5,8.1,339.1,88,0.46,Vegetables
253,sweet chilli kettle baked chips,99,2.2,0.3,2.1,0.4,2,0,0,0,0,0,6.3,35,7.8,Snacks & Processed Foods
254,taro chips,11,0.6,0.1,1.6,0.04,0.049,0.2,0,0.022,1.4,0.008,4.042,51,9,Snacks & Processed Foods
255,potato chips reduced fat,801,35.4,7.1,113.7,0.4,12.1,10,0,0.8,35.7,2.3,252.9,47,0.46,Vegetables
256,onion snacks,150,6.8,1.3,19.5,1.4,2.3,1.2,0,0.3,8.7,1.1,40.199,59,0.5,Vegetables
257,potato chips cheese,843,46.2,14.6,98.1,0,14.5,8.8,6.8,0.8,122.4,3.1,385.109,33,21,Dairy Products
258,yuca cassava chips,9,0.4,0.1,1.2,0.006,0.054,0.002,0,0.041,0.9,0.099,2.621,52,18.7,Snacks & Processed Foods
259,tortilla chips low fat,117,1.6,0.2,22.6,0.2,3.1,1.5,0,0.1,45,0.5,74.368,12,10.7,Oils & Fats
260,ranch flavor tortilla chips,992,48.8,7,124.2,6,14.2,7.9,0,1,265.3,2.7,463.1,57,4.9,Snacks & Processed Foods
261,potato chips,161,10.4,3.3,15.9,0.007,2.1,1.4,0,0.021,7.2,0.5,46.8,2,0.46,Vegetables
262,tortilla chips,142,6.2,0.8,20.3,0.2,2.1,1.6,0,0.077,0.014,0.2,30.699,26,2.9,Snacks & Processed Foods
263,sweet potato chips,149,9.1,0.8,15.9,2.5,0.8,2.5,0,0.05,16.5,0.6,45.4,98,0.46,Vegetables
264,nacho cheese tortilla chips,156,8.2,1.2,18.2,0.8,2.2,1.5,0,0.2,0.002,0.071,30.369,25,21,Dairy Products
265,vegetable chips,134,6.6,0.5,17.1,1.1,1.5,1.3,0,0.3,14.7,0.4,43,97,0.53,Vegetables
266,taco flavor tortilla chips,1090,54.9,10.5,143.2,0,17.9,12,11.4,1.8,351.9,4.6,586.5,67,7.9,Snacks & Processed Foods
267,potato chips barbecue,970,64.2,15.9,104.5,14,15.2,8.7,0,1.3,99,3.8,362.5,91,0.46,Vegetables
268,pita chips,137,4.6,0.4,20.5,1.4,3.5,1.1,0,0.3,0.051,0.065,29.893,93,11.4,Snacks & Processed Foods
269,potato chips sour cream and onion,1051,67.1,17.6,102,0,16,10.3,13.9,1.1,142.6,3.2,415.171,17,0.46,Dairy Products
270,adobo fresco,780,60.2,8.4,53.6,5.8,5.8,3.7,0,49.4,354.2,9.2,503.4,59,12.9,Processed Foods
271,chili pepper sauce red,3,0.089,0.073,0.6,0.4,0.1,0.1,0,0.003,1.4,0.051,6.755,37,1.7,Herbs & Spices
272,creamy ranch sauce mcdonalds,132,14.7,2.2,1,1,0.3,0,5.9,0.2,8.2,0.039,24.274,4,10.7,Dairy Products
273,catsup,19,0.066,0.026,4.5,3.7,0.2,0.053,0,0.2,2.7,0.073,8.299,30,0.2,Processed Foods
274,chili pepper sauce green,3,0.032,0.048,0.8,0.4,0.1,0.3,0,0.03,0.8,0.023,12.206,55,3.3,Herbs & Spices
275,red wine vinegar,3,0,0,0.011,0,0.055,0,0,0.092,0.9,0.049,1.221,32,13.6,Beverages
276,fish sauce,6,0.013,0.08,0.7,0.7,0.9,0,0,1.4,7.7,0.1,9.498,69,18.8,Seafood
277,coleslaw dressing reduced fat,56,3.4,0.5,6.8,6.6,0,0.045,4.3,0.3,6.1,0.08,16.403,37,12.7,Oils & Fats
278,sour dressing,21,2,1.6,0.6,0.6,0.4,0,0.6,0.094,13.6,0.091,16.853,60,10.2,Condiments & Sauces
279,guava sauce cooked,86,0.3,0.014,22.6,14,0.8,8.6,0,0.017,16.7,0.4,397.8,23,5.5,Condiments & Sauces
280,pizza sauce,136,2.9,1.2,21.8,9.5,5.5,5,0,0.9,0,0.3,35.8,84,3.2,Condiments & Sauces
281,sweetn sour sauce mcdonalds,48,0.3,0.075,11,10,0.2,0,0,0.2,1.7,0.2,13.7,32,7.8,Condiments & Sauces
282,nance syrup,4,0.002,0,0.8,0.6,0.028,0.3,0,0.035,1.6,0.013,3.227,57,2.1,Sugars & Sweeteners
283,french dressing reduced fat,37,2.2,0.2,4.7,4.6,0.072,0.2,0,0.072,1.8,0.1,9.052,23,6.5,Oils & Fats
284,peppercorn dressing,76,8.2,1.4,0.5,0.3,0.2,0,6.6,0.1,2.9,0.055,11.946,62,19.5,Herbs & Spices
285,sorghum syrup,61,0,0,15.7,15.7,0,0,0,0.096,31.5,0.8,48,50,17.6,Sugars & Sweeteners
286,ranch dressing fat free,17,0.3,0.007,3.7,0.7,0.039,0.088,1,0.1,7,0.1,11.204,91,10.6,Oils & Fats
287,caesar dressing low calorie,17,0.7,0.1,2.8,2.4,0.028,0.053,0.3,0.2,3.6,0.016,7.293,86,8.3,Condiments & Sauces
288,sweet sour dressing,2,0,0,0.6,0.6,0.082,0,0,0.065,0.6,0.078,2.587,52,6.5,Condiments & Sauces
289,mayonnaise imitation fat free,13,0.4,0.005,2.5,1.6,0.043,0.3,1.4,0.1,1,0.008,4.313,37,15.5,Oils & Fats
290,sofrito,488,37.5,0,11.2,0,26.4,3.5,0,2.4,41.2,1.9,163.7,81,19.8,Processed Foods
291,turkey gravy instant,27,1,0.3,3.9,0.5,0.8,0.3,1.6,0.3,7.7,0.6,14.333,25,17.7,Meat & Poultry
292,teriyaki sauce,16,0.015,0,2.8,2.5,1.1,0.016,0,0.7,4.5,0.3,8.733,65,1.9,Condiments & Sauces
293,tomato sauce,59,0.7,0.1,13,8.7,2.9,3.7,0,0.083,0.083,0.3,20.864,17,15.1,Vegetables
294,barbecue sauce kraft,28,0.053,0.013,6.5,5.2,0.1,0.032,0,0.2,7.5,0.1,14.388,29,7.6,Condiments & Sauces
295,cranberry sauce sweetened,418,0.4,0.056,107.8,105,0.6,2.8,0,0.076,11.1,0.6,128.8,60,3.4,Fruits
296,coleslaw dressing,62,5.3,0.8,3.8,3.2,0.1,0.024,4.2,0.1,2.2,0.01,11.62,34,6.8,Condiments & Sauces
297,onion gravy dry,77,0.7,0.4,16.2,0,2.2,1.4,0.5,1,67.2,0.2,89.6,36,0.5,Vegetables
298,corn syrup light,62,0.09,0,16.9,16.9,0,0,0,0.065,2.9,0,19.806,34,19.5,Sugars & Sweeteners
299,bacon tomato dressing,49,5.3,0.8,0.3,0.3,0.3,0.04,0.6,0.1,0.6,0.057,7.942,23,12.5,Vegetables
300,pancake syrup,53,0.075,0.025,13.9,8.4,0,0,0,0.064,1,0.038,15.031,76,11.6,Snacks & Processed Foods
301,balsamic vinegar,14,0,0,2.7,2.4,0.041,0,0,0.071,4.3,0.1,7.129,14,4.9,Processed Foods
302,ranch dressing reduced fat,29,1.9,0.2,3.2,0.6,0.2,0.2,2.4,0.2,6,0.1,11.727,11,9.2,Oils & Fats
303,barbecue sauce mcdonalds,46,0.3,0.09,10.3,9.6,0.4,0.4,0,0.3,3.1,0.1,14.6,49,10.6,Condiments & Sauces
304,vinegar oil dressing,72,8,1.5,0.4,0.4,0,0,0,0.076,0,0,8.4,94,9.8,Oils & Fats
305,poppyseed dressing,66,5.5,1,4,3.9,0.2,0.03,2.5,0.1,9.7,0.048,19.612,62,12,Nuts & Seeds
306,honey mustard dressing,70,6.1,0.8,3.5,2.4,0.1,0.057,4.4,0.019,1.8,0.07,11.752,93,14.2,Sugars & Sweeteners
307,french dressing fat free,21,0.024,0.067,5.1,2.6,0.01,0.4,0,0.1,0.8,0.081,6.399,64,7.1,Oils & Fats
308,vinegar,3,0,0,0.089,0.063,0,0,0,0.024,0.9,0.002,1.02,36,18.1,Processed Foods
309,spray dressing,13,0.9,0.1,1.3,1.1,0.07,0.075,0,0.012,0.5,0.096,2.931,74,17.7,Condiments & Sauces
310,honey mustard dressing fat free,25,0.2,0.031,5.8,2.7,0.2,0.2,0.2,0.2,3.6,0.053,10.426,11,16.8,Oils & Fats
311,mushroom gravy,119,6.4,1,13,0,3,1,0,1.4,16.7,1.6,41.7,26,18.9,Processed Foods
312,white sauce,368,26.6,7.1,22.9,11,9.6,0.5,17.5,0.9,295,0.8,357.7,75,15.5,Condiments & Sauces
313,marinara pasta sauce,129,3.9,0.4,19.9,14.5,3.7,4.8,5.3,1.1,71.3,2.1,111,12,16,Grains & Cereals
314,tomato sauce with mushrooms,86,0.3,0.027,20.7,14.1,3.6,3.7,0,1.1,31.9,2.2,92.8,75,14.4,Vegetables
315,pork gravy powder,25,0.6,0.3,4.3,1.7,0.6,0.2,0.7,0.4,9.3,0.3,15.363,54,7,Meat & Poultry
316,beef gravy,123,5.5,2.7,11.2,0.5,8.7,0.9,7,1.5,14,1.6,41.982,44,60,Meat & Poultry
317,green goddess dressing,64,6.5,0.9,1.1,1,0.3,0.094,6,0.1,5.1,0.067,13.2,57,11.4,Condiments & Sauces
318,salsa con queso,358,23.8,6.2,27.9,4.9,7.9,1.8,22.5,2,245,0.4,307.813,21,15.6,Condiments & Sauces
319,cocktail sauce,19,0.2,0,4.2,1.8,0.2,0.3,0,0.2,3.9,0.1,10.667,1,13.7,Condiments & Sauces
320,worcestershire sauce,13,0,0,3.3,1.7,0,0,0,0.2,18.2,0.9,24.673,35,16.5,Condiments & Sauces
321,barbecue sauce,29,0.1,0.009,6.9,5.7,0.1,0.2,0,0.2,5.6,0.1,13.1,49,6.6,Condiments & Sauces
322,tomato sauce with onions,103,0.5,0.007,24.4,0,3.8,4.4,0,1.3,41.7,2.3,108.2,70,0.5,Vegetables
323,brown gravy dry,22,0.6,0.2,3.6,0,0.6,0.1,0.2,0.3,7.9,0.1,13.021,23,5.1,Processed Foods
324,blue cheese dressing light,14,0.4,0.1,2.1,0.6,0.3,0,1.6,0.2,10.9,0.042,13.835,86,21,Dairy Products
325,spanish tomato sauce,81,0.7,0.007,17.7,0,3.5,3.4,0,1.2,41.5,8.5,96.3,34,10.8,Vegetables
326,oyster sauce,9,0.066,0.016,2,0,0.2,0.024,0,0.5,5.8,0.069,8.095,33,3.4,Condiments & Sauces
327,cheese sauce,30,2.2,1.2,0.8,0.033,1.5,0.071,5.7,0.002,46.7,0.047,51.263,17,21,Dairy Products
328,hoisin sauce,35,0.5,0.036,7.1,4.4,0.5,0.4,0.5,0.3,5.1,0.2,13.882,95,14.8,Condiments & Sauces
329,pickle relish,20,0.061,0.093,5.3,4.4,0.097,0.2,0,0.1,0.5,0.1,6.381,87,6.1,Condiments & Sauces
330,tomato sauce with herbs cheese,144,4.7,1.5,25,0,5.2,5.4,7.3,1.3,90.3,2.1,157.1,84,21,Dairy Products
331,french dressing,73,7.2,0.9,2.5,2.6,0.1,0,0,0.1,3.8,0.1,14.3,83,16.1,Condiments & Sauces
332,mayonnaise hellmanns,15,1.7,0.9,0.087,0.2,0,0,0,0,0,0,1.737,17,12.3,Condiments & Sauces
333,canadian maple syrup,76,0,0,19.1,17,0,0,0,0.086,30.8,0.088,49.95,96,16.4,Sugars & Sweeteners
334,maple syrup,52,0.047,0.036,13.4,13.6,0.09,0,0,0.059,20.4,0.014,33.895,66,17.6,Sugars & Sweeteners
335,barbecue sauce bulls eye,27,0.1,0.028,6.4,5.6,0.1,0.2,0,0.2,6.9,0.1,13.891,40,6.9,Condiments & Sauces
336,ranch dressing,65,6.7,1,0.9,0.7,0.2,0,3.9,0.1,0.024,0.085,8.046,26,10.4,Condiments & Sauces
337,tomato ketchup mp,15,0,4,0.2,0,0,0,0,0,0,0,0.2,87,13.1,Vegetables
338,mayonnaise light,36,3.3,0.5,1.4,0.5,0.032,0,2.4,0.1,0.05,0.039,4.966,48,13,Condiments & Sauces
339,mayonnaise dressing,103,11.7,1.6,0.066,0.093,0,0,0,0.081,1.1,0,12.917,66,16.1,Condiments & Sauces
340,malt syrup,67,0,0,15,15,1.3,0,0,0.05,12.8,0.2,29.3,15,11.3,Sugars & Sweeteners
341,gravy dry,86,2,0.7,14.5,0,3.3,0,1,1.4,37.5,0.3,59.4,69,16.4,Processed Foods
342,cranberry orange relish,490,0.3,0.06,127.1,0,0.8,0,0,0.063,30.3,0.6,208.6,49,16.7,Fruits
343,caesar dressing,80,8.5,1.3,0.5,0.4,0.3,0.036,5.7,0.2,7.1,0.2,16.717,74,9.5,Condiments & Sauces
344,italian dressing,35,3.1,0.4,1.8,1.6,0.032,0,0,0.1,0.059,0.063,5.108,74,19,Condiments & Sauces
345,brown gravy instant,25,0.8,0.4,4,0.6,0.6,0.2,0.8,0.3,7.8,0.5,14,98,16.8,Processed Foods
346,roquefort cheese dressing,15,1.1,0.4,0.4,0.4,0.8,0,0.2,0.1,13.4,0.069,15.875,84,21,Dairy Products
347,blue cheese dressing,71,7.7,1.2,0.7,0.5,0.2,0.045,4.7,0.2,5.6,0.058,14.429,88,21,Dairy Products
348,duck sauce,80,0.063,0.033,19.7,9.9,0.1,0.2,0,0.1,3.6,0.1,24.017,41,17.9,Condiments & Sauces
349,au jus,38,0.5,0.2,5.9,0,2.8,0,0,1.1,9.4,1.4,22.4,1,5.4,Processed Foods
350,corn syrup dark,57,0,0,15.5,15.5,0,0,0,0.047,3.6,0.044,19.122,58,18.1,Sugars & Sweeteners
351,buttermilk dressing light,30,1.9,0.2,3.2,0.6,0.2,0.2,2.4,0.2,6,0.1,11.699,82,15.1,Dairy Products
352,cider vinegar,3,0,0,0.1,0.018,0,0,0,0.011,1,0.052,1.117,53,17.8,Processed Foods
353,tartar sauce,32,2.5,0.5,2,0.6,0.2,0.078,1.1,0.1,3.9,0.047,9.096,40,15.3,Condiments & Sauces
354,pepper hot sauce,1,0.018,0.057,0.031,0.065,0.024,0.071,0,0.1,0.4,0.035,4.171,44,4.4,Herbs & Spices
355,tomato chili sauce,6,0.095,0.076,1.2,0.6,0.2,0.4,0,0.083,1.2,0.087,4.085,15,5.5,Vegetables
356,turkey gravy dry,26,0.5,0.1,4.6,0,0.7,0,1,0.3,10.2,0.2,16.335,19,13.4,Meat & Poultry
357,salsa sauce,5,0.039,0.07,1.2,0.7,0.3,0.3,0,0.1,5.4,0.007,7.524,30,12.2,Condiments & Sauces
358,steak sauce,16,0.004,0,3.7,1.7,0.2,0.3,0,0.3,3.2,0.2,8.815,9,13.2,Beverages
359,molasses,58,0.068,0.052,14.9,14.9,0,0,0,0.007,41,0.9,56.848,93,10.8,Processed Foods
360,italian dressing fat free,7,0.1,0.099,1.2,1.2,0.1,0.077,0.3,0.2,4.2,0.036,5.71,23,8,Oils & Fats
361,plum sauce,35,0.2,0.094,8.1,0,0.2,0.1,0,0.1,2.3,0.3,11.246,79,2.2,Condiments & Sauces
362,chow mein stir fry master foods,26,0.2,5.5,0,0,0,0,0,0,0,0,0.2,18,8.6,Processed Foods
